# 2025-10-21 13:50:18
dog-01: x=5.00, y=6.00, θ=192.0 degrees
dog-16: x=41.40, y=6.60, θ=150.0 degrees
dog-17: x=42.40, y=6.60, θ=313.0 degrees
dog-18: x=42.40, y=6.60, θ=247.0 degrees
dog-19: x=41.40, y=6.60, θ=3.0 degrees
dog-20: x=41.40, y=6.60, θ=282.0 degrees
# 2025-10-21 13:52:44
dog-01: x=42.10, y=7.00, θ=207.0 degrees
dog-02: x=44.10, y=7.00, θ=341.0 degrees
dog-03: x=44.10, y=6.00, θ=257.0 degrees
dog-04: x=42.10, y=7.00, θ=93.0 degrees
dog-05: x=43.10, y=7.00, θ=334.0 degrees
dog-06: x=43.10, y=6.00, θ=127.0 degrees
dog-07: x=42.10, y=7.00, θ=114.0 degrees
dog-08: x=44.10, y=7.00, θ=239.0 degrees
dog-09: x=42.10, y=6.00, θ=12.0 degrees
dog-10: x=43.10, y=6.00, θ=49.0 degrees
dog-11: x=44.10, y=7.00, θ=35.0 degrees
dog-12: x=44.10, y=7.00, θ=236.0 degrees
dog-13: x=42.10, y=6.00, θ=234.0 degrees
dog-14: x=43.10, y=6.00, θ=265.0 degrees
dog-15: x=43.10, y=7.00, θ=265.0 degrees
dog-16: x=42.10, y=7.00, θ=165.0 degrees
dog-17: x=43.10, y=7.00, θ=328.0 degrees
dog-18: x=43.10, y=7.00, θ=262.0 degrees
dog-19: x=42.10, y=7.00, θ=18.0 degrees
dog-20: x=42.10, y=7.00, θ=297.0 degrees
# 2025-10-21 13:52:46
dog-01: x=42.80, y=7.40, θ=222.0 degrees
dog-02: x=44.80, y=7.40, θ=356.0 degrees
dog-03: x=44.80, y=6.40, θ=272.0 degrees
dog-04: x=42.80, y=7.40, θ=108.0 degrees
dog-05: x=43.80, y=7.40, θ=349.0 degrees
dog-06: x=43.80, y=6.40, θ=142.0 degrees
dog-07: x=42.80, y=7.40, θ=129.0 degrees
dog-08: x=44.80, y=7.40, θ=254.0 degrees
dog-09: x=42.80, y=6.40, θ=27.0 degrees
dog-10: x=43.80, y=6.40, θ=64.0 degrees
dog-11: x=44.80, y=7.40, θ=50.0 degrees
dog-12: x=44.80, y=7.40, θ=251.0 degrees
dog-13: x=42.80, y=6.40, θ=249.0 degrees
dog-14: x=43.80, y=6.40, θ=280.0 degrees
dog-15: x=43.80, y=7.40, θ=280.0 degrees
dog-16: x=42.80, y=7.40, θ=180.0 degrees
dog-17: x=43.80, y=7.40, θ=343.0 degrees
dog-18: x=43.80, y=7.40, θ=277.0 degrees
dog-19: x=42.80, y=7.40, θ=33.0 degrees
dog-20: x=42.80, y=7.40, θ=312.0 degrees
# 2025-10-21 13:52:48
dog-01: x=42.50, y=7.50, θ=237.0 degrees
dog-02: x=44.50, y=7.50, θ=11.0 degrees
dog-03: x=44.50, y=6.50, θ=287.0 degrees
dog-04: x=42.50, y=7.50, θ=123.0 degrees
dog-05: x=43.50, y=7.50, θ=4.0 degrees
dog-06: x=43.50, y=6.50, θ=157.0 degrees
dog-07: x=42.50, y=7.50, θ=144.0 degrees
dog-08: x=44.50, y=7.50, θ=269.0 degrees
dog-09: x=42.50, y=6.50, θ=42.0 degrees
dog-10: x=43.50, y=6.50, θ=79.0 degrees
dog-11: x=44.50, y=7.50, θ=65.0 degrees
dog-12: x=44.50, y=7.50, θ=266.0 degrees
dog-13: x=42.50, y=6.50, θ=264.0 degrees
dog-14: x=43.50, y=6.50, θ=295.0 degrees
dog-15: x=43.50, y=7.50, θ=295.0 degrees
dog-16: x=42.50, y=7.50, θ=195.0 degrees
dog-17: x=43.50, y=7.50, θ=358.0 degrees
dog-18: x=43.50, y=7.50, θ=292.0 degrees
dog-19: x=42.50, y=7.50, θ=48.0 degrees
dog-20: x=42.50, y=7.50, θ=327.0 degrees
# 2025-10-21 13:52:50
dog-01: x=43.20, y=7.90, θ=252.0 degrees
dog-02: x=45.20, y=7.90, θ=26.0 degrees
dog-03: x=45.20, y=6.90, θ=302.0 degrees
dog-04: x=43.20, y=7.90, θ=138.0 degrees
dog-05: x=44.20, y=7.90, θ=19.0 degrees
dog-06: x=44.20, y=6.90, θ=172.0 degrees
dog-07: x=43.20, y=7.90, θ=159.0 degrees
dog-08: x=45.20, y=7.90, θ=284.0 degrees
dog-09: x=43.20, y=6.90, θ=57.0 degrees
dog-10: x=44.20, y=6.90, θ=94.0 degrees
dog-11: x=45.20, y=7.90, θ=80.0 degrees
dog-12: x=45.20, y=7.90, θ=281.0 degrees
dog-13: x=43.20, y=6.90, θ=279.0 degrees
dog-14: x=44.20, y=6.90, θ=310.0 degrees
dog-15: x=44.20, y=7.90, θ=310.0 degrees
dog-16: x=43.20, y=7.90, θ=210.0 degrees
dog-17: x=44.20, y=7.90, θ=13.0 degrees
dog-18: x=44.20, y=7.90, θ=307.0 degrees
dog-19: x=43.20, y=7.90, θ=63.0 degrees
dog-20: x=43.20, y=7.90, θ=342.0 degrees
# 2025-10-21 13:52:52
dog-01: x=43.90, y=8.30, θ=267.0 degrees
dog-02: x=45.90, y=8.30, θ=41.0 degrees
dog-03: x=45.90, y=7.30, θ=317.0 degrees
dog-04: x=43.90, y=8.30, θ=153.0 degrees
dog-05: x=44.90, y=8.30, θ=34.0 degrees
dog-06: x=44.90, y=7.30, θ=187.0 degrees
dog-07: x=43.90, y=8.30, θ=174.0 degrees
dog-08: x=45.90, y=8.30, θ=299.0 degrees
dog-09: x=43.90, y=7.30, θ=72.0 degrees
dog-10: x=44.90, y=7.30, θ=109.0 degrees
dog-11: x=45.90, y=8.30, θ=95.0 degrees
dog-12: x=45.90, y=8.30, θ=296.0 degrees
dog-13: x=43.90, y=7.30, θ=294.0 degrees
dog-14: x=44.90, y=7.30, θ=325.0 degrees
dog-15: x=44.90, y=8.30, θ=325.0 degrees
dog-16: x=43.90, y=8.30, θ=225.0 degrees
dog-17: x=44.90, y=8.30, θ=28.0 degrees
dog-18: x=44.90, y=8.30, θ=322.0 degrees
dog-19: x=43.90, y=8.30, θ=78.0 degrees
dog-20: x=43.90, y=8.30, θ=357.0 degrees
# 2025-10-21 13:52:54
dog-01: x=44.60, y=8.40, θ=282.0 degrees
dog-02: x=46.60, y=8.40, θ=56.0 degrees
dog-03: x=46.60, y=7.40, θ=332.0 degrees
dog-04: x=44.60, y=8.40, θ=168.0 degrees
dog-05: x=45.60, y=8.40, θ=49.0 degrees
dog-06: x=45.60, y=7.40, θ=202.0 degrees
dog-07: x=44.60, y=8.40, θ=189.0 degrees
dog-08: x=46.60, y=8.40, θ=314.0 degrees
dog-09: x=44.60, y=7.40, θ=87.0 degrees
dog-10: x=45.60, y=7.40, θ=124.0 degrees
dog-11: x=46.60, y=8.40, θ=110.0 degrees
dog-12: x=46.60, y=8.40, θ=311.0 degrees
dog-13: x=44.60, y=7.40, θ=309.0 degrees
dog-14: x=45.60, y=7.40, θ=340.0 degrees
dog-15: x=45.60, y=8.40, θ=340.0 degrees
dog-16: x=44.60, y=8.40, θ=240.0 degrees
dog-17: x=45.60, y=8.40, θ=43.0 degrees
dog-18: x=45.60, y=8.40, θ=337.0 degrees
dog-19: x=44.60, y=8.40, θ=93.0 degrees
dog-20: x=44.60, y=8.40, θ=12.0 degrees
# 2025-10-21 13:52:56
dog-01: x=45.30, y=8.80, θ=297.0 degrees
dog-02: x=47.30, y=8.80, θ=71.0 degrees
dog-03: x=47.30, y=7.80, θ=347.0 degrees
dog-04: x=45.30, y=8.80, θ=183.0 degrees
dog-05: x=46.30, y=8.80, θ=64.0 degrees
dog-06: x=46.30, y=7.80, θ=217.0 degrees
dog-07: x=45.30, y=8.80, θ=204.0 degrees
dog-08: x=47.30, y=8.80, θ=329.0 degrees
dog-09: x=45.30, y=7.80, θ=102.0 degrees
dog-10: x=46.30, y=7.80, θ=139.0 degrees
dog-11: x=47.30, y=8.80, θ=125.0 degrees
dog-12: x=47.30, y=8.80, θ=326.0 degrees
dog-13: x=45.30, y=7.80, θ=324.0 degrees
dog-14: x=46.30, y=7.80, θ=355.0 degrees
dog-15: x=46.30, y=8.80, θ=355.0 degrees
dog-16: x=45.30, y=8.80, θ=255.0 degrees
dog-17: x=46.30, y=8.80, θ=58.0 degrees
dog-18: x=46.30, y=8.80, θ=352.0 degrees
dog-19: x=45.30, y=8.80, θ=108.0 degrees
dog-20: x=45.30, y=8.80, θ=27.0 degrees
# 2025-10-21 13:52:58
dog-01: x=45.00, y=6.20, θ=312.0 degrees
dog-02: x=47.00, y=6.20, θ=86.0 degrees
dog-03: x=47.00, y=5.20, θ=2.0 degrees
dog-04: x=45.00, y=6.20, θ=198.0 degrees
dog-05: x=46.00, y=6.20, θ=79.0 degrees
dog-06: x=46.00, y=5.20, θ=232.0 degrees
dog-07: x=45.00, y=6.20, θ=219.0 degrees
dog-08: x=47.00, y=6.20, θ=344.0 degrees
dog-09: x=45.00, y=5.20, θ=117.0 degrees
dog-10: x=46.00, y=5.20, θ=154.0 degrees
dog-11: x=47.00, y=6.20, θ=140.0 degrees
dog-12: x=47.00, y=6.20, θ=341.0 degrees
dog-13: x=45.00, y=5.20, θ=339.0 degrees
dog-14: x=46.00, y=5.20, θ=10.0 degrees
dog-15: x=46.00, y=6.20, θ=10.0 degrees
dog-16: x=45.00, y=6.20, θ=270.0 degrees
dog-17: x=46.00, y=6.20, θ=73.0 degrees
dog-18: x=46.00, y=6.20, θ=7.0 degrees
dog-19: x=45.00, y=6.20, θ=123.0 degrees
dog-20: x=45.00, y=6.20, θ=42.0 degrees
# 2025-10-21 13:53:00
dog-01: x=45.70, y=6.30, θ=327.0 degrees
dog-02: x=47.70, y=6.30, θ=101.0 degrees
dog-03: x=47.70, y=5.30, θ=17.0 degrees
dog-04: x=45.70, y=6.30, θ=213.0 degrees
dog-05: x=46.70, y=6.30, θ=94.0 degrees
dog-06: x=46.70, y=5.30, θ=247.0 degrees
dog-07: x=45.70, y=6.30, θ=234.0 degrees
dog-08: x=47.70, y=6.30, θ=359.0 degrees
dog-09: x=45.70, y=5.30, θ=132.0 degrees
dog-10: x=46.70, y=5.30, θ=169.0 degrees
dog-11: x=47.70, y=6.30, θ=155.0 degrees
dog-12: x=47.70, y=6.30, θ=356.0 degrees
dog-13: x=45.70, y=5.30, θ=354.0 degrees
dog-14: x=46.70, y=5.30, θ=25.0 degrees
dog-15: x=46.70, y=6.30, θ=25.0 degrees
dog-16: x=45.70, y=6.30, θ=285.0 degrees
dog-17: x=46.70, y=6.30, θ=88.0 degrees
dog-18: x=46.70, y=6.30, θ=22.0 degrees
dog-19: x=45.70, y=6.30, θ=138.0 degrees
dog-20: x=45.70, y=6.30, θ=57.0 degrees
# 2025-10-21 13:53:02
dog-01: x=46.40, y=6.70, θ=342.0 degrees
dog-02: x=48.40, y=6.70, θ=116.0 degrees
dog-03: x=48.40, y=5.70, θ=32.0 degrees
dog-04: x=46.40, y=6.70, θ=228.0 degrees
dog-05: x=47.40, y=6.70, θ=109.0 degrees
dog-06: x=47.40, y=5.70, θ=262.0 degrees
dog-07: x=46.40, y=6.70, θ=249.0 degrees
dog-08: x=48.40, y=6.70, θ=14.0 degrees
dog-09: x=46.40, y=5.70, θ=147.0 degrees
dog-10: x=47.40, y=5.70, θ=184.0 degrees
dog-11: x=48.40, y=6.70, θ=170.0 degrees
dog-12: x=48.40, y=6.70, θ=11.0 degrees
dog-13: x=46.40, y=5.70, θ=9.0 degrees
dog-14: x=47.40, y=5.70, θ=40.0 degrees
dog-15: x=47.40, y=6.70, θ=40.0 degrees
dog-16: x=46.40, y=6.70, θ=300.0 degrees
dog-17: x=47.40, y=6.70, θ=103.0 degrees
dog-18: x=47.40, y=6.70, θ=37.0 degrees
dog-19: x=46.40, y=6.70, θ=153.0 degrees
dog-20: x=46.40, y=6.70, θ=72.0 degrees
# 2025-10-21 13:53:04
dog-01: x=47.10, y=7.10, θ=357.0 degrees
dog-02: x=49.10, y=7.10, θ=131.0 degrees
dog-03: x=49.10, y=6.10, θ=47.0 degrees
dog-04: x=47.10, y=7.10, θ=243.0 degrees
dog-05: x=48.10, y=7.10, θ=124.0 degrees
dog-06: x=48.10, y=6.10, θ=277.0 degrees
dog-07: x=47.10, y=7.10, θ=264.0 degrees
dog-08: x=49.10, y=7.10, θ=29.0 degrees
dog-09: x=47.10, y=6.10, θ=162.0 degrees
dog-10: x=48.10, y=6.10, θ=199.0 degrees
dog-11: x=49.10, y=7.10, θ=185.0 degrees
dog-12: x=49.10, y=7.10, θ=26.0 degrees
dog-13: x=47.10, y=6.10, θ=24.0 degrees
dog-14: x=48.10, y=6.10, θ=55.0 degrees
dog-15: x=48.10, y=7.10, θ=55.0 degrees
dog-16: x=47.10, y=7.10, θ=315.0 degrees
dog-17: x=48.10, y=7.10, θ=118.0 degrees
dog-18: x=48.10, y=7.10, θ=52.0 degrees
dog-19: x=47.10, y=7.10, θ=168.0 degrees
dog-20: x=47.10, y=7.10, θ=87.0 degrees
# 2025-10-21 13:53:06
dog-01: x=47.80, y=7.20, θ=12.0 degrees
dog-02: x=49.80, y=7.20, θ=146.0 degrees
dog-03: x=49.80, y=6.20, θ=62.0 degrees
dog-04: x=47.80, y=7.20, θ=258.0 degrees
dog-05: x=48.80, y=7.20, θ=139.0 degrees
dog-06: x=48.80, y=6.20, θ=292.0 degrees
dog-07: x=47.80, y=7.20, θ=279.0 degrees
dog-08: x=49.80, y=7.20, θ=44.0 degrees
dog-09: x=47.80, y=6.20, θ=177.0 degrees
dog-10: x=48.80, y=6.20, θ=214.0 degrees
dog-11: x=49.80, y=7.20, θ=200.0 degrees
dog-12: x=49.80, y=7.20, θ=41.0 degrees
dog-13: x=47.80, y=6.20, θ=39.0 degrees
dog-14: x=48.80, y=6.20, θ=70.0 degrees
dog-15: x=48.80, y=7.20, θ=70.0 degrees
dog-16: x=47.80, y=7.20, θ=330.0 degrees
dog-17: x=48.80, y=7.20, θ=133.0 degrees
dog-18: x=48.80, y=7.20, θ=67.0 degrees
dog-19: x=47.80, y=7.20, θ=183.0 degrees
dog-20: x=47.80, y=7.20, θ=102.0 degrees
# 2025-10-21 13:53:08
dog-01: x=47.50, y=7.60, θ=27.0 degrees
dog-02: x=49.50, y=7.60, θ=161.0 degrees
dog-03: x=49.50, y=6.60, θ=77.0 degrees
dog-04: x=47.50, y=7.60, θ=273.0 degrees
dog-05: x=48.50, y=7.60, θ=154.0 degrees
dog-06: x=48.50, y=6.60, θ=307.0 degrees
dog-07: x=47.50, y=7.60, θ=294.0 degrees
dog-08: x=49.50, y=7.60, θ=59.0 degrees
dog-09: x=47.50, y=6.60, θ=192.0 degrees
dog-10: x=48.50, y=6.60, θ=229.0 degrees
dog-11: x=49.50, y=7.60, θ=215.0 degrees
dog-12: x=49.50, y=7.60, θ=56.0 degrees
dog-13: x=47.50, y=6.60, θ=54.0 degrees
dog-14: x=48.50, y=6.60, θ=85.0 degrees
dog-15: x=48.50, y=7.60, θ=85.0 degrees
dog-16: x=47.50, y=7.60, θ=345.0 degrees
dog-17: x=48.50, y=7.60, θ=148.0 degrees
dog-18: x=48.50, y=7.60, θ=82.0 degrees
dog-19: x=47.50, y=7.60, θ=198.0 degrees
dog-20: x=47.50, y=7.60, θ=117.0 degrees
# 2025-10-21 13:53:10
dog-01: x=48.20, y=8.00, θ=42.0 degrees
dog-02: x=50.20, y=8.00, θ=176.0 degrees
dog-03: x=50.20, y=7.00, θ=92.0 degrees
dog-04: x=48.20, y=8.00, θ=288.0 degrees
dog-05: x=49.20, y=8.00, θ=169.0 degrees
dog-06: x=49.20, y=7.00, θ=322.0 degrees
dog-07: x=48.20, y=8.00, θ=309.0 degrees
dog-08: x=50.20, y=8.00, θ=74.0 degrees
dog-09: x=48.20, y=7.00, θ=207.0 degrees
dog-10: x=49.20, y=7.00, θ=244.0 degrees
dog-11: x=50.20, y=8.00, θ=230.0 degrees
dog-12: x=50.20, y=8.00, θ=71.0 degrees
dog-13: x=48.20, y=7.00, θ=69.0 degrees
dog-14: x=49.20, y=7.00, θ=100.0 degrees
dog-15: x=49.20, y=8.00, θ=100.0 degrees
dog-16: x=48.20, y=8.00, θ=0.0 degrees
dog-17: x=49.20, y=8.00, θ=163.0 degrees
dog-18: x=49.20, y=8.00, θ=97.0 degrees
dog-19: x=48.20, y=8.00, θ=213.0 degrees
dog-20: x=48.20, y=8.00, θ=132.0 degrees
# 2025-10-21 13:53:12
dog-01: x=48.90, y=8.10, θ=57.0 degrees
dog-02: x=50.90, y=8.10, θ=191.0 degrees
dog-03: x=50.90, y=7.10, θ=107.0 degrees
dog-04: x=48.90, y=8.10, θ=303.0 degrees
dog-05: x=49.90, y=8.10, θ=184.0 degrees
dog-06: x=49.90, y=7.10, θ=337.0 degrees
dog-07: x=48.90, y=8.10, θ=324.0 degrees
dog-08: x=50.90, y=8.10, θ=89.0 degrees
dog-09: x=48.90, y=7.10, θ=222.0 degrees
dog-10: x=49.90, y=7.10, θ=259.0 degrees
dog-11: x=50.90, y=8.10, θ=245.0 degrees
dog-12: x=50.90, y=8.10, θ=86.0 degrees
dog-13: x=48.90, y=7.10, θ=84.0 degrees
dog-14: x=49.90, y=7.10, θ=115.0 degrees
dog-15: x=49.90, y=8.10, θ=115.0 degrees
dog-16: x=48.90, y=8.10, θ=15.0 degrees
dog-17: x=49.90, y=8.10, θ=178.0 degrees
dog-18: x=49.90, y=8.10, θ=112.0 degrees
dog-19: x=48.90, y=8.10, θ=228.0 degrees
dog-20: x=48.90, y=8.10, θ=147.0 degrees
# 2025-10-21 13:53:14
dog-01: x=49.60, y=8.50, θ=72.0 degrees
dog-02: x=51.60, y=8.50, θ=206.0 degrees
dog-03: x=51.60, y=7.50, θ=122.0 degrees
dog-04: x=49.60, y=8.50, θ=318.0 degrees
dog-05: x=50.60, y=8.50, θ=199.0 degrees
dog-06: x=50.60, y=7.50, θ=352.0 degrees
dog-07: x=49.60, y=8.50, θ=339.0 degrees
dog-08: x=51.60, y=8.50, θ=104.0 degrees
dog-09: x=49.60, y=7.50, θ=237.0 degrees
dog-10: x=50.60, y=7.50, θ=274.0 degrees
dog-11: x=51.60, y=8.50, θ=260.0 degrees
dog-12: x=51.60, y=8.50, θ=101.0 degrees
dog-13: x=49.60, y=7.50, θ=99.0 degrees
dog-14: x=50.60, y=7.50, θ=130.0 degrees
dog-15: x=50.60, y=8.50, θ=130.0 degrees
dog-16: x=49.60, y=8.50, θ=30.0 degrees
dog-17: x=50.60, y=8.50, θ=193.0 degrees
dog-18: x=50.60, y=8.50, θ=127.0 degrees
dog-19: x=49.60, y=8.50, θ=243.0 degrees
dog-20: x=49.60, y=8.50, θ=162.0 degrees
# 2025-10-21 13:53:16
dog-01: x=50.30, y=8.90, θ=87.0 degrees
dog-02: x=52.30, y=8.90, θ=221.0 degrees
dog-03: x=52.30, y=7.90, θ=137.0 degrees
dog-04: x=50.30, y=8.90, θ=333.0 degrees
dog-05: x=51.30, y=8.90, θ=214.0 degrees
dog-06: x=51.30, y=7.90, θ=7.0 degrees
dog-07: x=50.30, y=8.90, θ=354.0 degrees
dog-08: x=52.30, y=8.90, θ=119.0 degrees
dog-09: x=50.30, y=7.90, θ=252.0 degrees
dog-10: x=51.30, y=7.90, θ=289.0 degrees
dog-11: x=52.30, y=8.90, θ=275.0 degrees
dog-12: x=52.30, y=8.90, θ=116.0 degrees
dog-13: x=50.30, y=7.90, θ=114.0 degrees
dog-14: x=51.30, y=7.90, θ=145.0 degrees
dog-15: x=51.30, y=8.90, θ=145.0 degrees
dog-16: x=50.30, y=8.90, θ=45.0 degrees
dog-17: x=51.30, y=8.90, θ=208.0 degrees
dog-18: x=51.30, y=8.90, θ=142.0 degrees
dog-19: x=50.30, y=8.90, θ=258.0 degrees
dog-20: x=50.30, y=8.90, θ=177.0 degrees
# 2025-10-21 13:53:18
dog-01: x=50.00, y=6.00, θ=102.0 degrees
dog-02: x=52.00, y=6.00, θ=236.0 degrees
dog-03: x=52.00, y=5.00, θ=152.0 degrees
dog-04: x=50.00, y=6.00, θ=348.0 degrees
dog-05: x=51.00, y=6.00, θ=229.0 degrees
dog-06: x=51.00, y=5.00, θ=22.0 degrees
dog-07: x=50.00, y=6.00, θ=9.0 degrees
dog-08: x=52.00, y=6.00, θ=134.0 degrees
dog-09: x=50.00, y=5.00, θ=267.0 degrees
dog-10: x=51.00, y=5.00, θ=304.0 degrees
dog-11: x=52.00, y=6.00, θ=290.0 degrees
dog-12: x=52.00, y=6.00, θ=131.0 degrees
dog-13: x=50.00, y=5.00, θ=129.0 degrees
dog-14: x=51.00, y=5.00, θ=160.0 degrees
dog-15: x=51.00, y=6.00, θ=160.0 degrees
dog-16: x=50.00, y=6.00, θ=60.0 degrees
dog-17: x=51.00, y=6.00, θ=223.0 degrees
dog-18: x=51.00, y=6.00, θ=157.0 degrees
dog-19: x=50.00, y=6.00, θ=273.0 degrees
dog-20: x=50.00, y=6.00, θ=192.0 degrees
# 2025-10-21 13:53:20
dog-01: x=50.70, y=6.40, θ=117.0 degrees
dog-02: x=52.70, y=6.40, θ=251.0 degrees
dog-03: x=52.70, y=5.40, θ=167.0 degrees
dog-04: x=50.70, y=6.40, θ=3.0 degrees
dog-05: x=51.70, y=6.40, θ=244.0 degrees
dog-06: x=51.70, y=5.40, θ=37.0 degrees
dog-07: x=50.70, y=6.40, θ=24.0 degrees
dog-08: x=52.70, y=6.40, θ=149.0 degrees
dog-09: x=50.70, y=5.40, θ=282.0 degrees
dog-10: x=51.70, y=5.40, θ=319.0 degrees
dog-11: x=52.70, y=6.40, θ=305.0 degrees
dog-12: x=52.70, y=6.40, θ=146.0 degrees
dog-13: x=50.70, y=5.40, θ=144.0 degrees
dog-14: x=51.70, y=5.40, θ=175.0 degrees
dog-15: x=51.70, y=6.40, θ=175.0 degrees
dog-16: x=50.70, y=6.40, θ=75.0 degrees
dog-17: x=51.70, y=6.40, θ=238.0 degrees
dog-18: x=51.70, y=6.40, θ=172.0 degrees
dog-19: x=50.70, y=6.40, θ=288.0 degrees
dog-20: x=50.70, y=6.40, θ=207.0 degrees
# 2025-10-21 13:53:22
dog-01: x=51.40, y=6.80, θ=132.0 degrees
dog-02: x=53.40, y=6.80, θ=266.0 degrees
dog-03: x=53.40, y=5.80, θ=182.0 degrees
dog-04: x=51.40, y=6.80, θ=18.0 degrees
dog-05: x=52.40, y=6.80, θ=259.0 degrees
dog-06: x=52.40, y=5.80, θ=52.0 degrees
dog-07: x=51.40, y=6.80, θ=39.0 degrees
dog-08: x=53.40, y=6.80, θ=164.0 degrees
dog-09: x=51.40, y=5.80, θ=297.0 degrees
dog-10: x=52.40, y=5.80, θ=334.0 degrees
dog-11: x=53.40, y=6.80, θ=320.0 degrees
dog-12: x=53.40, y=6.80, θ=161.0 degrees
dog-13: x=51.40, y=5.80, θ=159.0 degrees
dog-14: x=52.40, y=5.80, θ=190.0 degrees
dog-15: x=52.40, y=6.80, θ=190.0 degrees
dog-16: x=51.40, y=6.80, θ=90.0 degrees
dog-17: x=52.40, y=6.80, θ=253.0 degrees
dog-18: x=52.40, y=6.80, θ=187.0 degrees
dog-19: x=51.40, y=6.80, θ=303.0 degrees
dog-20: x=51.40, y=6.80, θ=222.0 degrees
# 2025-10-21 13:53:24
dog-01: x=52.10, y=6.90, θ=147.0 degrees
dog-02: x=54.10, y=6.90, θ=281.0 degrees
dog-03: x=54.10, y=5.90, θ=197.0 degrees
dog-04: x=52.10, y=6.90, θ=33.0 degrees
dog-05: x=53.10, y=6.90, θ=274.0 degrees
dog-06: x=53.10, y=5.90, θ=67.0 degrees
dog-07: x=52.10, y=6.90, θ=54.0 degrees
